,pM,pML_1,pML_2,pML_3,pML_4,pUL_1,pUL_2,pUL_3,pUL_4
88,0.9862675108098451,0.07735250761833266,0.09594823005046109,0.18428484249683774,0.16609080042436525,0.6155530749125991,0.2050244923199775,0.10475588234165752,0.2335652381748585
89,0.9903293401649413,0.14667224185950303,0.12445588943981384,0.17214660255300873,0.12273737230541383,0.6385522468929024,0.12083162746622698,0.6842819307963407,0.48119656706108815
90,0.9969812789496802,0.06197333984365947,0.11512926427174461,0.11573553371316782,0.11285125772723502,0.23823148427238477,0.8625859148784102,0.1770960040167187,0.27154423297130387
91,0.9805944125613173,0.08243241552889416,0.05173899221146298,0.14958982179670663,0.17300644600048298,0.8935320165741198,0.7688358684460155,0.564617909494876,0.8704199059364702
92,0.9963373496134433,0.12558524535081192,0.15081540185566436,0.19667169625156042,0.21095309067851437,0.08371822781901123,0.7397524821310466,0.6648482554074512,0.8406671268271857
93,0.9844350378315259,0.0995556540751872,0.0865251611523038,0.16153447488452727,0.14676460550504583,0.09060609489782079,0.38444645077387657,0.9067144355835284,0.053405275104772616
94,0.9974210779579648,0.08454299511807394,0.13033205944120116,0.21564289322092342,0.17020332325963708,0.0703620765783101,0.11075090757569239,0.11590928914450543,0.013481039046144755
95,0.998743494296794,0.10861734976824707,0.07622873386331488,0.1409564775865175,0.11830039150422009,0.07341661806790763,0.017501411343148313,0.645189866790904,0.5971899950577927
96,0.9978052438739551,0.16262195007443161,0.11889940984011726,0.1836750566103809,0.11535500016241701,0.5689375693125366,0.005888463674632981,0.25830831037097585,0.4710577460079247
97,0.978411461852439,0.12842658575368757,0.09103239984592128,0.16955694219811868,0.1596670493337162,0.33198515830451825,0.9545827590453356,0.87618652073219,0.9256821361168576
98,0.9994922548479477,0.11341982411933019,0.06357144662166275,0.18562427239884632,0.1470283628576502,0.5918470293232991,0.25208229712474745,0.9350483499806246,0.9090389926684999
99,0.9977587870479205,0.10200250768170144,0.09143220332413575,0.253171317185876,0.10055669041896743,0.777987018365336,0.2683280885095851,0.19909857338653356,0.19809758680719736
100,0.9843754670080525,0.11051598814227606,0.17010830393683665,0.27458137292580265,0.10639436578305207,0.6497856788086803,0.28204151189359383,0.28705637210993595,0.4431289659605129
101,0.9888714904532946,0.06565303980030857,0.10798788529521244,0.21144569902665405,0.11524769226051763,0.1988707141805656,0.27131144061477874,0.5415445584634432,0.8446539891065832
102,0.9998437972430533,0.07698667285578624,0.10010052547923695,0.14155519434781275,0.12815761534179956,0.26915649288298626,0.17007233343455117,0.8067324254668314,0.7395456581682601
103,0.9869962166782855,0.07703132837748657,0.13288453146720453,0.16709594511396855,0.13855469564935652,0.34398279692837447,0.8590161934867883,0.32650447959465095,0.09775245889166942
104,0.9987574503854216,0.13804121884968212,0.11448522235923647,0.2051741329704931,0.08894439653095779,0.8019608122902767,0.886531905497093,0.9622034026471576,0.5278102475613756
105,0.9871021048659517,0.16628242818521757,0.12034087471478234,0.11061428158435563,0.12402514019944014,0.6000474832487172,0.8940277216209184,0.5651760984462944,0.004934887950868887
106,0.998604614804724,0.08913011049271873,0.0918907093294201,0.12514307020007956,0.14056272831887923,0.7911377979568802,0.0894400669787002,0.3976144996581889,0.2344591611998711
107,0.9912116770441282,0.10508200400975888,0.1287630001535096,0.2824529948134969,0.15393180458025832,0.4379122609359003,0.7358061282625519,0.46604287434863584,0.275082295236935
